,mineral name,point group,space group
9108,Gutkovaite-Mn,2/m,C2/m
9111,Guyanaite,2mm,P21nm
9113,Guyanaite,2/m2/m2/m,Pnnm
9120,Gwihabaite,2/m2/m2/m,Pbnm
9121,Gwihabaite,4,P42
9122,Gypsum,2/m,I2/a
9155,Gypsum,2/m,I2/c
9157,Gypsum,2/m,C2/c
9176,Gyrolite,1,P1
9177,Gysinite-(La),2/m2/m2/m,Pmcn
9179,Gysinite-(Nd),2/m2/m2/m,Pnma
9180,Gysinite-(Nd),2/m2/m2/m,Pmcn
9182,Hafnon,4/m2/m2/m,I41/amd
9185,Hagendorfite,2/m,C2/c
9191,Haggertyite,6/m2/m2/m,P63/mmc
9192,Haggite,2/m,C2/m
9194,Hagstromite,2/m2/m2/m,Ibam
9195,Haidingerite,2/m2/m2/m,Pcnb
9197,Haigerachite,2/m,C2/c
9198,Haineaultite,222,C222
9199,Hainite-(Y),1,P1
9203,Haitaite-(La),3,R3
9206,Haiweeite,2/m2/m2/m,Pbcn
9207,Haiweeite,2/m2/m2/m,Cmcm
9208,Hakite-(Hg),43m,I43m
9210,Halamishite,6mm,P63mc
9212,Haleniusite-(Ce),4/m32/m,Fm3m
9213,Haleniusite-(La),4/m32/m,Fm3m
9215,Halilsarpite,2/m2/m2/m,Imma
9219,Halite,4/m32/m,Fm3m
9249,Hallimondite,1,P1
9251,Halloysite-10A,m,Cm
9252,Halloysite-7A,m,Cm
9255,Halotrichite,2/m,P21/c
9258,Hambergite,2/m2/m2/m,Pbca
9266,Hammarite,2/m2/m2/m,Pbnm
9267,Hanahanite,6,P63
9268,Hanauerite,2/m2/m2/m,Pmma
9269,Hanawaltite,2/m2/m2/m,Pbma
9271,Hancockite,2/m,P21/m
9272,Hanjiangite,2,C2
9273,Hanksite,6/m,P63/m
9293,Hannayite,1,P1
9295,Hannebachite,2/m2/m2/m,Pbna
9296,Hansblockite,2/m,P21/c
9297,Hansesmarkite,1,P1
9298,Hapkeite,4/m32/m,Pm3m
9300,Haradaite,2/m2/m2/m,Amam
9301,Haradaite,2/m2/m2/m,Cmcm
9303,Hardystonite,42m,P421m
9306,Harkerite,32/m2/m,R3m
9309,Harmotome,2/m,P21/m
9313,Harmunite,2/m2/m2/m,Pnma
9315,Harrisonite,32/m2/m,R3m
9316,Harstigite,2/m2/m2/m,Pnam
9317,Hasanovite,2/m,P21/c
9319,Hashemite,2/m2/m2/m,Pnma
9324,Hastingsite,2/m,C2/m
9327,Hatchite,1,P1
9328,Hatertite,2/m,C2/c
9331,Hatrurite,3mm,R3m
9332,Hatrurite,m,Cm
9334,Hauchecornite,4/m2/m2/m,P4/mmm
9338,Hauerite,332/m,Pa3
9344,Hausmannite,4/m2/m2/m,I41/amd
9352,Hauyne,43m,P43n
9355,Hawleyite,43m,F43m
9360,Hawthorneite,6/m2/m2/m,P63/mmc
9362,Haycockite,222,P222
9364,Haydeeite,32/m2/m,P3m1
9368,Haywoodite,1,P1
9370,Hazenite,2/m2/m2/m,Pnma
9371,Hazenite,2/m2/m2/m,Pmnb
9372,Heamanite-(Ce),4/m32/m,Pm3m
9374,Heazlewoodite,322,R32
9377,Hechtsbergite,2/m,P21/c
9378,Hectorfloresite,2/m,P21/a
9381,Hedegaardite,3mm,R3c
9382,Hedenbergite,2/m,C2/c
9471,Hedyphane,6/m,P63/m
9472,Heftetjernite,2/m,P2/c
9473,Heideite,2/m,I2/m
9475,Heidornite,2/m,C2/c
9477,Heinrichite,2/m,P2/c
9480,Hejtmanite,2/m,P21/m
9485,Hejtmanite,m,Cm
9489,Heklaite,2/m2/m2/m,Pnma
9490,Hellandite-(Ce),2/m,P2/a
9491,Hellandite-(Y),2/m,P2/a
9493,Helmutwinklerite,1,P1
9497,Helvine,43m,P43n
9510,Hematite,32/m2/m,R3c
9520,Hematite,3mm,R3c
9562,Hematolite,3,R3
9564,Hematophanite,4mm,P4mm
9565,Hemihedrite,1,P1
9577,Hemimorphite,2mm,Imm2
9583,Hemleyite,3,R3
9584,Hemloite,1,P1
9586,Hendekasartorite,2/m,P21/c
9587,Hendricksite,2/m,C2/m
9588,Heneuite,1,P1
9590,Henmilite,1,P1
9592,Hennomartinite,2mm,P21cn
9593,Hennomartinite,2/m2/m2/m,Cmcm
9595,Henritermierite,4/m2/m2/m,I41/acd
9598,Henritermierite,4/m32/m,Ia3d
9600,Henryite,4/m32/m,Fd3c
9601,Henrymeyerite,4/m,I4/m
9603,Hentschelite,2/m,P21/n
9605,Hephaistosite,2/m,P21/c
9607,Heptasartorite,2/m,P21/c
9610,Herbertsmithite,32/m2/m,R3m
9612,Hercynite,4/m32/m,Fd3m
9688,Herderite,2/m,P21/a
9691,Hereroite,2/m,C2/c
9693,Hermannjahnite,2/m,P21/n
9694,Hermannroseite,222,P212121
9695,Herzenbergite,2/m2/m2/m,Pmcn
9696,Herzenbergite,2/m2/m2/m,Cmcm
9697,Herzenbergite,2/m2/m2/m,Pbnm
9699,Hessite,2/m,P21/c
9700,Hetaerolite,4/m2/m2/m,I41/amd
9704,Heterogenite,32/m2/m,R3m
9706,Heterogenite,6/m2/m2/m,P63/mmc
9707,Heteromorphite,2/m,C2/c
9711,Heterosite,2/m2/m2/m,Pbnm
9712,Heterosite,2/m2/m2/m,Pmnb
9713,Heulandite-Ba,2/m,C2/m
9720,Heulandite-Ca,2/m,C2/m
9721,Heulandite-Ca,m,Cm
9728,Heulandite-K,2/m,C2/m
9730,Heulandite-Na,2/m,C2/m
9732,Heulandite-Sr,m,Cm
9738,Hewettite,2/m,P21/m
9739,Hexacelsian,6/m2/m2/m,P63/mcm
9741,Hexaferrum,6/m2/m2/m,P63/mmc
9747,Hexahydrite,2/m,C2/c
9749,Hexahydroborite,2/m,P2/a
9750,Hexahydroborite,2/m,P2/c
9751,Hexahydroborite,2/m,C2/c
9753,Hexamolybdenum,6/m2/m2/m,P63/mmc
9754,Hexathioplumbite,6,P63
9755,Heyerdahlite,1,P1
9756,Heyite,2/m,P21/m
9757,Heyrovskyite,2/m2/m2/m,Bbmm
9761,Heyrovskyite,2/m2/m2/m,Cmcm
9762,Hezuolinite,2/m,C2/m
9763,Hiarneite,4/m2/m2/m,I41/acd
9765,Hibbingite,2/m2/m2/m,Pnam
9766,Hibonite,6/m2/m2/m,P63/mmc
9775,Hielscherite,6,P63
9778,Hieratite,4/m32/m,Fm3m
9782,Hilairite,322,R32
9783,Hilarionite,2/m,C2/m
9786,Hilgardite,1,P1
9789,Hilgardite,m,Aa
9791,Hillebrandite,2mm,Cmc21
9792,Hillesheimite,2/m2/m2/m,Pmmn
9794,Hillite,1,P1
9796,Hingganite-(Ce),2/m,P21/c
9797,Hingganite-(Nd),2/m,P21/c
9798,Hingganite-(Y),2/m,P21/a
9803,Hingganite-(Y),2/m,P21/c
9806,Hingganite-(Yb),2/m,P21/c
9807,Hingganite-(Yb),2/m,P21/a
9808,Hinsdalite,32/m2/m,R3m
9811,Hiortdahlite,1,P1
9817,Hiroseite,2/m2/m2/m,Pnma
9818,Hitachiite,32/m2/m,P3m1
9820,Hjalmarite,2/m,C2/m
9821,Hlousekite,1,P1
9826,Hodgesmithite,3,P3
9828,Hodgkinsonite,2/m,P21/a
9829,Hodgkinsonite,2/m,P21/c
9830,Hodrusite,2/m,A2/m
9831,Hodrusite,2/m,C2/m
9835,Hoelite,2/m,P21/a
9839,Hoganite,2/m,C2/c
9840,Hogarthite,2/m,C2/m
9841,Hogtuvaite,1,P1
9842,Hohmannite,1,P1
9848,Holdawayite,2/m,C2/m
9850,Holdenite,2/m2/m2/m,Abma
9852,Holfertite,3,P3
9856,Hollandite,2/m,I2/m
9858,Hollingworthite,332,P213
9859,Hollisterite,2/m,C2/m
9863,Holmquistite,2/m2/m2/m,Pnma
9869,Holtedahlite,3mm,P31m
9872,Holtite,2/m2/m2/m,Pnma
9880,Holtstamite,4/m2/m2/m,I41/acd
9881,Homilite,2/m,P21/a
9882,Honeaite,2/m2/m2/m,Pbcm
9884,Hongheite,4/m2/m2/m,P4/nnc
9885,Hongshiite,32/m2/m,R3m
9887,Honzaite,2/m,P21/n
9890,Hopeite,2/m2/m2/m,Pbnm
9892,Hopeite,2/m2/m2/m,Pnma
9896,Horakite,2/m,C2/c
9898,Hornesite,2/m,C2/m
9899,Horomanite,4/m2/m2/m,P4/mmm
9900,Horvathite-(Y),2/m2/m2/m,Pmcn
9901,Hoslite,2/m,P21/c
9903,Housleyite,2/m,P21/n
9905,Howardevansite,1,P1
9908,Howieite,1,P1
9911,Howlite,2/m,P21/c
9913,Hrabakite,4/m2/m2/m,P4/mmm
9916,Hsianghualite,332,I213
9917,Huanghoite-(Ce),32/m2/m,R3m
9918,Huangite,32/m2/m,R3m
9919,Huanzalaite,2/m,P2/c
9925,Hubeite,1,P1
9930,Hubnerite,2/m,P2/c
9936,Huemulite,1,P1
9938,Huenite,3mm,P31c
9939,Hugelite,2/m,P21/m
9941,Hughesite,1,P1
9942,Huizingite-(Al),1,P1
9944,Hulsite,2/m,P2/m
9946,Humberstonite,3,R3
9949,Humboldtine,2/m,C2/c
9952,Humite,2/m2/m2/m,Pbnm
9954,Hummerite,1,P1
9955,Hunchunite,4/m32/m,Fd3m
9956,Hundholmenite-(Y),3mm,R3m
9957,Hungchaoite,1,P1
9959,Huntite,322,R32
9962,Hureaulite,2/m,C2/c
9965,Hurlbutite,2/m,P21/a
9966,Hutcheonite,4/m32/m,Ia3d
9968,Hutchinsonite,2/m2/m2/m,Pbca
9970,Huttonite,2/m,P21/n
9971,Hyalotekite,1,I1
9975,Hydroboracite,2/m,P2/c
9976,Hydrocalumite,2/m,P2/c
9977,Hydrocalumite,2/m,C2/c
9978,Hydrocerussite,32/m2/m,R3m
9986,Hydrocerussite,3mm,P31m
9987,Hydrochlorborite,2/m,I2/a
9988,Hydrodelhayelite,2mm,Pnm21
9989,Hydrodresserite,1,P1
9990,Hydrohalite,2/m,P21/c
9994,Hydrokenoelsmoreite,4/m32/m,Fd3m
9995,Hydrokenomicrolite,4/m32/m,Fd3m
9996,Hydrokenopyrochlore,4/m32/m,Fd3m
9998,Hydrokenoralstonite,4/m32/m,Fd3m
10002,Hydromagnesite,2/m,P21/c
10004,Hydroniumjarosite,32/m2/m,R3m
10019,Hydroniumpharmacoalumite,43m,P43m
10020,Hydroniumpharmacosiderite,43m,P43m
10022,Hydropascoite,1,P1
10023,Hydroplumboelsmoreite,4/m32/m,Fd3m
10025,Hydropyrochlore,4/m32/m,Fd3m
10026,Hydroredmondite,2/m,P21/n
10028,Hydroromarchite,42m,P421c
10032,Hydrotalcite,32/m2/m,R3m
10033,Hydroterskite,2/m2/m2/m,Pnca
10034,Hydrotungstite,2/m,P2/m
10036,Hydrowoodwardite,32/m2/m,R3m
10039,Hydroxyapophyllite-(K),4/m2/m2/m,P4/mnc
10041,Hydroxycalciopyrochlore,4/m32/m,Fd3m
10044,Hydroxycalcioromeite,4/m32/m,Fd3m
10045,Hydroxycalcioromeite,43m,F43m
10046,Hydroxycalcioromeite,332,F23
10047,Hydroxycancrinite,3,P3
10048,Hydroxyferroromeite,4/m32/m,Fd3m
10049,Hydroxykenoelsmoreite,3,R3
10052,Hydroxykenomicrolite,4/m32/m,Fd3m
10054,Hydroxykenopyrochlore,4/m32/m,Fd3m
10055,Hydroxylapatite,6/m,P63/m
10164,Hydroxylbastnasite-(Ce),6,P6
10165,Hydroxylbastnasite-(La),6,P6
10167,Hydroxylbastnasite-(Nd),6,P6
10168,Hydroxylborite,6/m,P63/m
10170,Hydroxylchondrodite,2/m,P21/c
10171,Hydroxylchondrodite,2/m,P21/b
10174,Hydroxylclinohumite,2/m,P21/b
10182,Hydroxyledgrewite,2/m,P21/b
10183,Hydroxylellestadite,6/m,P63/m
10185,Hydroxylellestadite,2/m,P21/m
10187,Hydroxylgugiaite,42m,P421m
10188,Hydroxylhedyphane,3,P3
10193,Hydroxylherderite,2/m,P21/a
10197,Hydroxylpyromorphite,6/m,P63/m
10199,Hydroxylwagnerite,2/m,P21/c
10201,Hydroxymanganopyrochlore,4/m32/m,Fd3m
10203,Hydroxynatropyrochlore,4/m32/m,Fd3m
10204,Hydroxyplumbopyrochlore,4/m32/m,Fd3m
10207,Hydrozincite,2/m,C2/m
10208,Hylbrownite,2/m,P21/n
10210,Hyrslite,2,P21
10211,Hyttsjoite,3,R3
10212,Ianbruceite,2/m,P21/c
10216,Iangreyite,322,P321
10217,Ianthinite,2mm,P21cn
10218,Ice,6/m2/m2/m,P63/mmc
10220,Ice-VII,4/m32/m,Pn3m
10221,Ichnusaite,2/m,P21/c
10224,Idaite,42m,I42m
10226,Igelstromite,4/m2/m2/m,P42/mbc
10228,Iimoriite-(Y),1,P1
10229,Ikaite,2/m,C2/c
10230,Ikranite,3mm,R3m
10233,Ikunolite,32/m2/m,R3m
10234,Ilesite,2/m,P21/n
10236,Ilimaussite-(Ce),322,R32
10237,Ilinskite,2/m2/m2/m,Pbnm
10238,Ilirneyite,6/m,P63/m
10239,Illoqite-(Ce),2/m2/m2/m,Pcca
10242,Ilmenite,3,R3
10256,Ilmenite,32/m2/m,R3c
10300,Ilvaite,2/m,P21/a
10301,Ilvaite,2/m2/m2/m,Pbnm
10305,Ilvaite,2/m2/m2/m,Pnam
10338,Ilyukhinite,3mm,R3m
10339,Imandrite,2/m2/m2/m,Pmnn
10340,Imayoshiite,6,P63
10343,Imhofite,2/m,P21/n
10345,Imiterite,2/m,P21/c
10347,Incomsartorite,2/m,P21/n
10349,Inderborite,2/m,C2/c
10351,Inderite,2/m,P21/c
10353,Indialite,6/m2/m2/m,P6/mcc
10358,Indite,4/m32/m,Fd3m
10359,Indium,4/m2/m2/m,I4/mmm
10368,Inesite,1,P1
10370,Ingersonite,322,P3121
10377,Ingodite,32/m2/m,P3m1
10378,Innelite,1,P1
10379,Innelite,2/m,P2/c
10381,Innsbruckite,m,Cm
10383,Insizwaite,332/m,Pa3
10386,Intersilite,2/m,I2/m
10389,Inyoite,2/m,P21/a
10392,Iodargyrite,6mm,P63mc
10395,Iowaite,32/m2/m,R3m
10399,Iquiqueite,3mm,P31c
10402,Iranite,1,P1
10407,Iridarsenite,2/m,P21/c
10408,Iridium,4/m32/m,Fm3m
10411,Iriginite,2/m2/m2/m,Pbcm
10412,Irinarassite,4/m32/m,Ia3d
10413,Iron,4/m32/m,Fm3m
10414,Iron,4/m32/m,Im3m
10532,Iseite,6mm,P63mc
10534,Ishiharaite,43m,F43m
10539,Isocubanite,43m,F43m
10540,Isoferroplatinum,4/m32/m,Pm3m
10542,Isokite,2/m,C2/c
10543,Isolueshite,4/m32/m,Pm3m
10544,Isolueshite,2/m2/m2/m,Cmcm
10545,Isomertieite,4/m32/m,Fd3m
10546,Isovite,4/m32/m,Fm3m
10547,Isselite,2mm,Pmn21
10549,Itelmenite,2/m2/m2/m,Pbca
10551,Itoigawaite,2/m,P21/m
10558,Itsiite,42m,I42m
10561,Ivanyukite-Cu,43m,P43m
10562,Ivanyukite-K,43m,P43m
10563,Ivanyukite-Na,43m,P43m
10564,Ivanyukite-Na,3mm,R3m
10566,Ivsite,2/m,P21/c
10570,Iwashiroite-(Y),2/m,P2/a
10571,Iwateite,3,P3
10574,Ixiolite,2/m2/m2/m,Pcan
10575,Ixiolite,2/m2/m2/m,Pbcn
10576,Iyoite,2/m,P21/m
10578,Izoklakeite,2/m2/m2/m,Pnnm
10584,Jacobsite,4/m32/m,Fd3m
10589,Jacquesdietrichite,2/m2/m2/m,Pnma
10590,Jacutingaite,32/m2/m,P3m1
10592,Jadarite,2/m,P21/c
10593,Jadeite,2/m,C2/c
10662,Jaffeite,3,P3
10664,Jagoite,62m,P62c
10665,Jagowerite,1,P1
10666,Jagueite,2/m,P21/c
10667,Jahnsite-(CaFeMg),2/m,P2/a
10672,Jahnsite-(CaMnMg),2/m,P2/a
10674,Jahnsite-(CaMnZn),2/m,P2/a
10675,Jahnsite-(MnMnFe),2/m,P2/a
10677,Jahnsite-(MnMnMg),2/m,P2/a
10679,Jahnsite-(MnMnZn),2/m,P2/a
10680,Jahnsite-(NaFeMg),2/m,P2/a
10681,Jahnsite-(NaMnMg),2/m,P2/a
10684,Jahnsite-(NaMnMn),2/m,P2/a
10685,Jaipurite,6mm,P63mc
10686,Jaipurite,6/m2/m2/m,P63/mmc
10687,Jakobssonite,2/m,C2/c
10689,Jalpaite,4/m2/m2/m,I41/amd
10690,Jamborite,32/m2/m,R3m
10694,Jamesite,1,P1
10699,Jamesonite,2/m,P21/a
10701,Jamesonite,2/m,P21/c
10702,Janchevite,4/m2/m2/m,I4/mmm
10705,Janhaugite,2/m,P21/n
10706,Jankovicite,1,P1
10707,Jarandolite,2/m,P21/a
10709,Jarlite,2/m,C2/m
10711,Jarosite,3mm,R3m
10715,Jarosite,32/m2/m,R3m
10742,Jarosite,2/m,C2/m
10749,Jaskolskiite,2/m2/m2/m,Pbnm
10751,Jasmundite,4/m2/m2/m,I4/mmm
10752,Jasmundite,42m,I4m2
10753,Jasrouxite,1,P1
10754,Jaszczakite,2/m2/m2/m,Pmmn
10755,Javorieite,2/m2/m2/m,Pnma
10759,Jeanbandyite,4/m,P42/n
10761,Jeanbandyite,332/m,Pn3
10762,Jeankempite,1,P1
10764,Jeffbenite,42m,I42d
10766,Jeffreyite,222,C2221
10767,Jennite,1,P1
10769,Jensenite,2/m,P21/n
10770,Jentschite,2/m,P21/n
10771,Jeppeite,2/m,C2/m
10774,Jeremejevite,6/m,P63/m
10776,Jerrygibbsite,2mm,Pbn21
10777,Jervisite,2/m,C2/c
10779,Jezekite,62m,P62m
10780,Jianshuiite,1,P1
10781,Jimboite,2/m2/m2/m,Pnmn
10782,Jimthompsonite,2/m2/m2/m,Pbca
10783,Jingsuiite,6/m2/m2/m,P6/mmm
10784,Jingwenite-(Y),2/m,I2/a
10788,Jinshajiangite,2/m,P2/m
10789,Jinshajiangite,2/m,C2/m
10790,Joaquinite-(Ce),2,C2
10791,Joegoldsteinite,4/m32/m,Fd3m
10792,Joelbruggerite,322,P321
10794,Joesmithite,2/m,P2/a
10796,Johachidolite,2/m2/m2/m,Cmma
10798,Johannite,1,P1
10799,Johannsenite,2/m,C2/c
10811,Johillerite,2/m,C2/c
10812,Johillerite,2/m,I2/a
10814,Johnbaumite,6/m,P63/m
10819,Johninnesite,1,P1
10820,Johnkoivulaite,6/m2/m2/m,P6/mcc
10821,Johnsenite-(Ce),3mm,R3m
10823,Johntomaite,2/m,P21/m
10824,Johnwalkite,2mm,Pb21m
10825,Jokokuite,1,P1
