mineral name,point group,space group
Hyrslite,2,P21
Hyttsjoite,3,R3
Ianbruceite,2/m,P21/c
Iangreyite,322,P321
Ianthinite,2mm,P21cn
Ice,6/m2/m2/m,P63/mmc
Ice-VII,4/m32/m,Pn3m
Ichnusaite,2/m,P21/c
Idaite,42m,I42m
Igelstromite,4/m2/m2/m,P42/mbc
Iimoriite-(Y),1,P1
Ikaite,2/m,C2/c
Ikranite,3mm,R3m
Ikunolite,32/m2/m,R3m
Ilesite,2/m,P21/n
Ilimaussite-(Ce),322,R32
Ilinskite,2/m2/m2/m,Pbnm
Ilirneyite,6/m,P63/m
Illoqite-(Ce),2/m2/m2/m,Pcca
Ilmenite,3; 32/m2/m,R3; R3c
Ilvaite,2/m; 2/m2/m2/m; 2/m2/m2/m,P21/a; Pbnm; Pnam
Ilyukhinite,3mm,R3m
Imandrite,2/m2/m2/m,Pmnn
Imayoshiite,6,P63
Imhofite,2/m,P21/n
Imiterite,2/m,P21/c
Incomsartorite,2/m,P21/n
Inderborite,2/m,C2/c
Inderite,2/m,P21/c
Indialite,6/m2/m2/m,P6/mcc
Indite,4/m32/m,Fd3m
Indium,4/m2/m2/m,I4/mmm
Inesite,1,P1
Ingersonite,322,P3121
Ingodite,32/m2/m,P3m1
Innelite,1; 2/m,P1; P2/c
Innsbruckite,m,Cm
Insizwaite,332/m,Pa3
Intersilite,2/m,I2/m
Inyoite,2/m,P21/a
Iodargyrite,6mm,P63mc
Iowaite,32/m2/m,R3m
Iquiqueite,3mm,P31c
Iranite,1,P1
Iridarsenite,2/m,P21/c
Iridium,4/m32/m,Fm3m
Iriginite,2/m2/m2/m,Pbcm
Irinarassite,4/m32/m,Ia3d
Iron,4/m32/m; 4/m32/m,Fm3m; Im3m
Iseite,6mm,P63mc
Ishiharaite,43m,F43m
Isocubanite,43m,F43m
Isoferroplatinum,4/m32/m,Pm3m
Isokite,2/m,C2/c
Isolueshite,4/m32/m; 2/m2/m2/m,Pm3m; Cmcm
Isomertieite,4/m32/m,Fd3m
Isovite,4/m32/m,Fm3m
Isselite,2mm,Pmn21
Itelmenite,2/m2/m2/m,Pbca
Itoigawaite,2/m,P21/m
Itsiite,42m,I42m
Ivanyukite-Cu,43m,P43m
Ivanyukite-K,43m,P43m
Ivanyukite-Na,43m; 3mm,P43m; R3m
Ivsite,2/m,P21/c
Iwashiroite-(Y),2/m,P2/a
Iwateite,3,P3
Ixiolite,2/m2/m2/m; 2/m2/m2/m,Pcan; Pbcn
Iyoite,2/m,P21/m
Izoklakeite,2/m2/m2/m,Pnnm
Jacobsite,4/m32/m,Fd3m
Jacquesdietrichite,2/m2/m2/m,Pnma
Jacutingaite,32/m2/m,P3m1
Jadarite,2/m,P21/c
Jadeite,2/m,C2/c
Jaffeite,3,P3
Jagoite,62m,P62c
Jagowerite,1,P1
Jagueite,2/m,P21/c
Jahnsite-(CaFeMg),2/m,P2/a
Jahnsite-(CaMnMg),2/m,P2/a
Jahnsite-(CaMnZn),2/m,P2/a
Jahnsite-(MnMnFe),2/m,P2/a
Jahnsite-(MnMnMg),2/m,P2/a
Jahnsite-(MnMnZn),2/m,P2/a
Jahnsite-(NaFeMg),2/m,P2/a
Jahnsite-(NaMnMg),2/m,P2/a
Jahnsite-(NaMnMn),2/m,P2/a
Jaipurite,6mm; 6/m2/m2/m,P63mc; P63/mmc
Jakobssonite,2/m,C2/c
Jalpaite,4/m2/m2/m,I41/amd
Jamborite,32/m2/m,R3m
Jamesite,1,P1
Jamesonite,2/m; 2/m,P21/a; P21/c
Janchevite,4/m2/m2/m,I4/mmm
Janhaugite,2/m,P21/n
Jankovicite,1,P1
Jarandolite,2/m,P21/a
Jarlite,2/m,C2/m
Jarosite,3mm; 32/m2/m; 2/m,R3m; R3m; C2/m
Jaskolskiite,2/m2/m2/m,Pbnm
Jasmundite,4/m2/m2/m; 42m,I4/mmm; I4m2
Jasrouxite,1,P1
Jaszczakite,2/m2/m2/m,Pmmn
Javorieite,2/m2/m2/m,Pnma
Jeanbandyite,4/m; 332/m,P42/n; Pn3
Jeankempite,1,P1
Jeffbenite,42m,I42d
Jeffreyite,222,C2221
Jennite,1,P1
Jensenite,2/m,P21/n
Jentschite,2/m,P21/n
Jeppeite,2/m,C2/m
Jeremejevite,6/m,P63/m
Jerrygibbsite,2mm,Pbn21
Jervisite,2/m,C2/c
Jezekite,62m,P62m
Jianshuiite,1,P1
Jimboite,2/m2/m2/m,Pnmn
Jimthompsonite,2/m2/m2/m,Pbca
Jingsuiite,6/m2/m2/m,P6/mmm
Jingwenite-(Y),2/m,I2/a
Jinshajiangite,2/m; 2/m,P2/m; C2/m
Joaquinite-(Ce),2,C2
Joegoldsteinite,4/m32/m,Fd3m
Joelbruggerite,322,P321
Joesmithite,2/m,P2/a
Johachidolite,2/m2/m2/m,Cmma
Johannite,1,P1
Johannsenite,2/m,C2/c
Johillerite,2/m; 2/m,C2/c; I2/a
Johnbaumite,6/m,P63/m
Johninnesite,1,P1
Johnkoivulaite,6/m2/m2/m,P6/mcc
Johnsenite-(Ce),3mm,R3m
Johntomaite,2/m,P21/m
Johnwalkite,2mm,Pb21m
Jokokuite,1,P1
Jolliffeite,332,P213
Jonesite,2/m,P21/m
Joosteite,2/m,I2/a
Jordanite,2/m,P21/m
Jorgensenite,2/m,C2/m
Jorgkellerite,3,P3
Joteite,1,P1
Jouravskite,6,P63
Juabite,1,P1
Juangodoyite,2/m,P21/a
Juanitaite,4/m2/m2/m,P42/nnm
Juansilvaite,2/m,C2/c
Julgoldite-(Fe2+),2/m,A2/m
Julgoldite-(Fe3+),2/m,A2/m
Julienite,2/m,P21/n
Junitoite,2mm; 2mm,Aba2; Ama2
Junoite,2/m,C2/m
Juonniite,2/m2/m2/m,Pbca
Jurbanite,2/m,P21/n
Kaatialaite,2/m,P21/n
Kabalovite,1,P1
Kadyrelite,4/m32/m,Ia3d
Kaersutite,2/m,C2/m
Kahlenbergite,6/m2/m2/m,P63/mmc
Kainite,2/m,C2/m
Kainosite-(Y),2/m2/m2/m,Pmnb
Kainotropite,2/m2/m2/m,Pnma
Kaitianite,2/m,C2/c
Kalborsite,42m,P421c
Kalgoorlieite,2/m,C2/m
Kaliborite,2/m,C2/c
Kalicinite,2/m,P21/a
Kalifersite,1,P1
Kalininite,4/m32/m,Fd3m
Kaliochalcite,2/m,C2/m
Kaliophilite,2,P21
Kalithallite,4/m2/m2/m,I4/mmm
Kalsilite,3mm; 6; 6mm,P31c; P63; P63mc
Kalungaite,332,P213
Kambaldaite,6,P63
Kamchatkite,2mm,Pna21
Kamenevite,222,P212121
Kamiokite,6mm,P63mc
Kamotoite-(Y),2/m,P21/a
Kampelite,2/m2/m2/m,Pnma
Kampfite,m,Cc
Kamphaugite-(Y),422,P41212
Kanemite,2/m2/m2/m,Pbcn
Kangite,332/m,Ia3
Kangjinlaite,4/m2/m2/m,I4/mmm
Kannanite,2/m2/m2/m,Pnmm
Kanoite,2/m; 2/m,P21/c; C2/c
Kanonaite,2/m2/m2/m,Pnnm
Kanonerovite,2/m,P21/n
Kaolinite,m; 1,Cc; C1
Kapellasite,32/m2/m,P3m1
Kapitsaite-(Y),1,I1
Kapundaite,1,P1
Kapustinite,2/m,C2/m
Karasugite,2/m,P21/c
Karelianite,32/m2/m,R3c
Karenwebberite,2/m2/m2/m,Pbnm
Karlditmarite,1,P1
Karlite,222,P21212
Karpenkoite,32/m2/m,P3m1
Karpovite,2,P21
Karupmollerite-Ca,2/m,C2/m
Kasatkinite,2/m,P21/c
Kashinite,2/m2/m2/m,Pbcn
Kasolite,2/m; 2/m,P21/c; P21/a
Kassite,2/m,P21/a
Kastningite,1,P1
Katayamalite,2/m; 1,C2/c; C1
Katerinopoulosite,2/m,P21/a
Katiarsite,2mm,Pna21
Katoite,4/m32/m; 43m,Ia3d; I43d
Katophorite,2/m,C2/m
Katoptrite,2/m,C2/m
Katsarosite,2/m,C2/c
Kawazulite,32/m2/m,R3m
Kayrobertsonite,1,P1
Kazakovite,32/m2/m,R3m
Kazanskyite,1,P1
Kaznakhtite,3,R3
Keckite,2/m,P21/a
Kegginite,3,P3
Keilite,4/m32/m,Fm3m
Keithconnite,3,R3
Keiviite-(Y),2/m,C2/m
Keiviite-(Yb),2/m; 2/m,A2/m; C2/m
Keldyshite,1,P1
Kelyanite,3,P3
Kenhsuite,2mm; 2/m2/m2/m,A2mm; Pbmm
Kenngottite,2/m,P2/a
Kenoargentotennantite-(Fe),43m,I43m
Kenoargentotetrahedrite-(Fe),43m,I43m
Kenoargentotetrahedrite-(Zn),43m,I43m
Kenoplumbomicrolite,4/m32/m,Fd3m
Kenorozhdestvenskayaite-(Fe),43m,I43m
Kenotobermorite,2mm; m,F2dd; Bm
Kentbrooksite,3; 3mm,R3; R3m
Kentrolite,2/m2/m2/m; 222,Pbcn; P21221
Keplerite,3mm,R3c
Kerimasite,4/m32/m,Ia3d
Kermesite,1; 1,F1; P1
Kernite,2/m,P21/c
Kernowite,2/m,I2/a
Kesebolite-(Ce),2/m,P21/c
Kesterite,4; 42m,I4; I42m
Kettnerite,2/m2/m2/m; 2/m2/m2/m,Pmmn; Pbaa
Keutschite,42m,I42m
Keyite,2/m,I2/a
Keystoneite,6/m; 6,P63/m; P63
Khademite,2/m2/m2/m,Pcab
Khaidarkanite,2/m,C2/m
Khamrabaevite,4/m32/m,Fm3m
Khanneshite,6mm,P63mc
Kharaelakhite,2/m2/m2/m,Pmmm
Khatyrkite,4/m2/m2/m,I4/mcm
Khesinite,1,P1
Khibinskite,2/m,P21/b
Khinite,2mm; 3,Fdd2; P32
Khmaralite,2/m,P21/c
Khomyakovite,3mm,R3m
Khorixasite,2/m,P2/m
Khrenovite,2/m,C2/c
Khristovite-(Ce),2/m,P21/m
Khurayyimite,2/m,P21/c
Khvorovite,1,P1
Kidwellite,2/m,P2/c
Kieftite,332/m,Im3
Kieserite,2/m,C2/c
Kihlmanite-(Ce),1,P1
Kilchoanite,2mm,I2cm
Killalaite,2/m,P21/m
Kimzeyite,4/m32/m,Ia3d
Kingite,1,P1
Kingsgateite,4mm,I41cd
Kingsmountite,2; 1,C2; P1
Kingstonite,2/m,C2/m
Kinichilite,6/m,P63/m
Kinoite,2/m,P21/m
Kinoshitalite,2/m,C2/m
Kintoreite,32/m2/m,R3m
Kipushite,2/m,P21/c
Kircherite,322,R32
Kirchhoffite,4/m2/m2/m,I41/acd
Kirkiite,2/m,P21/m
Kirschsteinite,2/m2/m2/m,Pbnm
Kiryuite,2/m,P21/m
Kishonite,4/m32/m,Fm3m
Kitagohaite,4/m32/m,Fm3m
Kitkaite,32/m2/m,P3m1
Kladnoite,2/m,P21/n
Klajite,1,P1
Klaprothite,2/m,P21/c
Klebelsbergite,2mm,Pca21
Kleberite,2/m,P21/c
Kleinite,6/m2/m2/m,P63/mmc
Klochite,6/m2/m2/m,P6/mcc
Klockmannite,6/m2/m2/m,P63/mmc
Klyuchevskite,2,I2
Knasibfite,2mm,Imm2
Knorringite,4/m32/m,Ia3d
Kobellite,2/m2/m2/m,Pnnm
Kobyashevite,1,P1
Kochite,1,P1
Kochkarite,32/m2/m,P3m1
Kochsandorite,2/m2/m2/m,Pnma
Kodamaite,1,P1
Koechlinite,2mm,Pca21
Koenenite,32/m2/m; 32/m2/m,R3m; P3m1
Kogarkoite,2/m; 3mm,P21/m; R3m
Kojonenite,4/m2/m2/m,I4/mmm
Kokinosite,1,P1
Koksharovite,1,P1
Kolbeckite,2/m,P21/n
Kolicite,2/m2/m2/m,Cmca
Kolitschite,2/m,C2/c
Kollerite,2/m2/m2/m,Cmcm
Kolskyite,1,P1
Kolymite,43m,I43m
Kombatite,2/m,C2/c
Komkovite,322,R32
Kononovite,2/m,C2/c
Konyaite,2/m,P21/c
Koragoite,2,P21
Koritnigite,1,P1
Kornelite,2/m,P21/n
Kornerupine,2/m2/m2/m,Cmcm
Korobitsynite,2/m2/m2/m,Pbam
Korshunovskite,1,P1
Koryakite,3,R3
Kosmochlor,2/m,C2/c
Kosnarite,32/m2/m,R3c
Kostylevite,2/m,P21/b
Kotoite,2/m2/m2/m,Pnmn
Kottenheimite,6/m,P63/m
Kottigite,2/m,C2/m
Kotulskite,6mm,P63mc
Koutekite,2/m2/m2/m,Ibam
Kovdorskite,2/m,P21/a
Kozlowskiite,1,C1
Kozoite-(La),2/m2/m2/m,Pmcn
Kozoite-(Nd),2/m2/m2/m; 2/m2/m2/m,Pmcn; Pnma
Kozyrevskite,2/m2/m2/m,Pnma
Kraisslite,622; 222,P6322; C2221
Krasheninnikovite,6/m2/m2/m,P63/mcm
Krasnoite,32/m2/m,P3m1
Krasnoshteinite,2,P21
Kratochvilite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pnam
Krausite,2/m,P21/m
Krauskopfite,2/m,P21/c
Krautite,2,P21
Kravtsovite,2/m2/m2/m,Cmcm
Kreiterite,2/m,C2/m
Kremersite,2/m2/m2/m,Pnma
Krennerite,2mm,Pma2
Krettnichite,2/m,C2/m
Krieselite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pbnm
Krinovite,1,P1
Kristiansenite,1,C1
Krivovichevite,3mm,R3c
Krohnkite,2/m,P21/c
Krotite,2/m,P21/n
Kroupaite,2/m2/m2/m,Pbca
Kruijenite,4/m2/m2/m,P4/nnc
Krupkaite,2mm; 2mm; 2/m2/m2/m,Pmc21; Pb21m; Pmcn
Krutaite,332/m,Pa3
Krutovite,332/m,Pa3
Kryachkoite,2mm,Cmc21
Kryzhanovskite,2/m2/m2/m,Pbna
Ktenasite,2/m,P21/c
Kuannersuite-(Ce),3,P3
Kudriavite,2/m,C2/m
Kudryavtsevaite,2/m2/m2/m,Pnma
Kufahrite,6/m2/m2/m,P63/mmc
Kukharenkoite-(Ce),2/m,P21/m
Kukharenkoite-(La),2/m,P21/m
Kukisvumite,2/m2/m2/m,Pccn
Kuksite,322,P321
Kulanite,2/m,P21/m
Kuliginite,3,R3
Kuliokite-(Y),1,P1
Kullerudite,2/m2/m2/m,Pnnm
Kumdykolite,2/m2/m2/m,Pmnn
Kummerite,1,P1
Kumtyubeite,2/m,P21/a
Kunatite,2/m,P21/c
Kupcikite,2/m,C2/m
Kupletskite,1; 2/m,P1; C2/c
Kupletskite-(Cs),1,P1
Kuramite,42m,I42m
Kuratite,1,P1
Kurchatovite,2/m2/m2/m,Pbca
Kurgantaite,1,P1
Kurnakovite,1,P1
Kusachiite,4/m2/m2/m,P4/ncc
Kushiroite,2/m,C2/c
Kutinaite,4/m32/m,Pm3m
Kutnohorite,3; 32/m2/m,R3; R3c
Kuvaevite,3mm,R3m
Kuzelite,3,R3
Kuzmenkoite-Mn,m,Cm
Kuzmenkoite-Zn,m,Cm
Kuzminite,4/m2/m2/m; 4/m2/m2/m,I4/mmm; P42/mnm
Kuznetsovite,332,P213
Kvanefjeldite,2/m2/m2/m,Pcab
Kyanite,1,P1
Kyanoxalite,6,P63
Kyawthuite,2/m,I2/c
Kyrgyzstanite,2/m,P21/n
Kyzylkumite,2/m,P21/c
Laachite,2/m,C2/c
Labuntsovite-Fe,2/m,C2/m
Labuntsovite-Mg,2/m,C2/m
Labuntsovite-Mn,2/m; 2/m,C2/m; B2/m
Labyrinthite,3,R3
Lacroixite,2/m,C2/c
Laffittite,m,Aa
Laflammeite,2/m,C2/m
Laforetite,42m,I42d
Lafossaite,4/m32/m,Pm3m
Lagalyite,2,C2
Lahnsteinite,1,P1
Laihunite,2/m,P21/b
Laitakarite,32/m2/m,R3m
Lakargiite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pbnm
Lakebogaite,m,Cc
Lalondeite,1,P1
Lammerite,2/m,P21/a
Lammerite-beta,2/m,P21/c
Lamprophyllite,2/m; 2/m2/m2/m,C2/m; Pnmn
Lanarkite,2/m,C2/m
Landauite,3,R3
Landesite,2/m2/m2/m,Pbna
Langbanite,3mm; 2/m,P31m; C2/m
Langbanshyttanite,1,P1
Langbeinite,332,P213
Langhofite,1,P1
Langisite,2/m2/m2/m,Pnma
Langite,m,Pc
Lanmuchangite,332/m,Pa3
Lansfordite,2/m,P21/c
Lanthanite-(Ce),2/m2/m2/m,Pbnb
Lanthanite-(La),2/m2/m2/m; 2/m2/m2/m,Pbnb; Pccn
Lanthanite-(Nd),2/m2/m2/m; 2/m2/m2/m,Pbnb; Pccn
Lapeyreite,2/m,C2/m
Laphamite,2/m,P21/n
Lapieite,222,P212121
Laplandite-(Ce),2/m2/m2/m,Pmmm
Laptevite-(Ce),3mm,R3m
Larderellite,2/m,P21/c
Larisaite,m,Pm
Larnite,2/m,P21/n
Larsenite,2mm,Pna21
Lasalite,2/m,C2/c
Lasnierite,2/m2/m2/m,Pbcn
Latiumite,2,P21
Latrappite,2/m2/m2/m,Pbnm
Laueite,1,P1
Laumontite,2/m,C2/m
Lauraniite,2/m,P21/c
Laurelite,6,P6
Laurentianite,3,P3
Laurentthomasite,6/m2/m2/m,P6/mcc
Laurionite,2/m2/m2/m; 2/m2/m2/m; 2/m2/m2/m,Pcmn; Pbnm; Pnam
Laurite,332/m,Pa3
Lausenite,2/m,P21/m
Lautarite,2/m,P21/n
Lautenthalite,2/m,P21/c
Lautite,2/m2/m2/m; 2mm,Pnma; Pna21
Lavendulan,2/m,P21/n
Lavenite,2/m,P21/a
Laverovite,1,P1
Lavinskyite,2/m2/m2/m,Pcnb
Lavoisierite,2/m2/m2/m,Pnmm
Lawrencite,32/m2/m; 32/m2/m,R3m; P3m1
Lawsonbauerite,2/m,P21/c
Lawsonite,2/m2/m2/m; 2/m; 2mm; 2/m2/m2/m; 2/m2/m2/m,Cmcm; P21/m; P21cn; Pmcn; Ccmm
Lazulite,2/m,P21/c
Lazurite,43m; 332; 1; 2/m2/m2/m,P43n; P23; P1; Pnaa
Lead,4/m32/m,Fm3m
Leadamalgam,4/m2/m2/m,I4/mmm
Leadhillite,2/m,P21/a
Lecontite,222,P212121
Lecoqite-(Y),6,P63
Leesite,2/m2/m2/m,Pbca
Lefontite,2/m2/m2/m,Cmca
Legrandite,2/m,P21/c
Leguernite,2,P2
Lehmannite,2/m,C2/m
Lehnerite,2/m,P21/n
Leifite,32/m2/m,P3m1
Leightonite,2/m,C2/c
Leisingite,32/m2/m,P31m
Leiteite,2/m,P21/c
Lemanskiite,422,P4122
Lemmleinite-Ba,2/m; m; 2/m,C2/m; Cm; I2/m
Lemmleinite-K,2/m,C2/m
Lemoynite,2/m,C2/c
Lenaite,42m,I42d
Leningradite,2/m2/m2/m,Ibam
Leogangite,2/m,C2/c
Leonardsenite,2/m2/m2/m,Imma
Leonite,2/m; 2/m; 2/m,C2/m; P21/a; I2/a
Leoszilardite,2/m,C2/m
Lepageite,1,P1
Lepersonnite-(Nd),2/m2/m2/m,Pnnm
Lepidocrocite,2/m2/m2/m; 2/m2/m2/m; 2mm; 2/m2/m2/m,Bbmm; Cmcm; Cmc21; Amam
Lepkhenelmite-Zn,m,Cm
Lermontovite,2/m2/m2/m,Ccca
Letovicite,2/m,C2/c
Leucite,4/m32/m; 4/m,Ia3d; I41/a
Leucophanite,1; 222,P1; P212121
Leucophoenicite,2/m,P21/a
Leucophosphite,2/m,P21/n
Leucosphenite,2/m,C2/m
Leucostaurite,2mm,Pnn2
Levantite,2,P21
Leverettite,32/m2/m,R3m
Levinsonite-(Y),2/m,P2/n
Levyne-Ca,32/m2/m,R3m
Levyne-Na,32/m2/m,R3m
Leydetite,2/m,C2/c
Liandratite,32/m2/m,P31m
Liberite,m,Pn
Libethenite,2/m2/m2/m; 2/m,Pnnm; P21/n
Liebauite,2/m,C2/c
Liebenbergite,2/m2/m2/m,Pbnm
Liebermannite,4/m,I4/m
Liebigite,2mm,Bba2
Liguowuite,2/m,P21/n
Likasite,2/m2/m2/m,Pcmn
Lileyite,2/m,C2/m
Lillianite,2/m2/m2/m; 2/m2/m2/m,Bbmm; Pbnm
Lime,4/m32/m,Fm3m
Limousinite,2/m,P21/c
Linarite,2/m,P21/m
Lindackerite,1,P1
Lindbergite,2/m,C2/c
Lindgrenite,2/m,P21/n
Lindqvistite,6/m2/m2/m,P63/mmc
Lindsleyite,3,R3
Lindstromite,2/m2/m2/m,Pbnm
Linekite,2/m2/m2/m,Pnnm
Lingbaoite,3mm,R3m
Linnaeite,4/m32/m,Fd3m
Lintisite,2/m,C2/c
Linzhiite,4/m2/m2/m,P4/mmm
Liottite,6,P6
Lipscombite,422,P43212
Liraite,2/m2/m2/m,Pcab
Liroconite,2/m,I2/a
Lisanite,1,P1
Lisetite,2mm,Pbc21
Lishizhenite,1,P1
Lisiguangite,222,P212121
Lisitsynite,222,P212121
Liskeardite,2,I2
Lislkirchnerite,2/m,P21/n
Litharge,2/m2/m2/m; 4/m2/m2/m,Cmma; P4/nmm
Lithiomarsturite,1,P1
Lithiophilite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pmnb
Lithiophorite,32/m2/m,R3m
Lithiophosphate,2/m2/m2/m; 2mm; 2/m2/m2/m,Pcmn; Pmn21; Pmnb
Lithiotantite,2/m,P21/c
Lithiowodginite,2/m,C2/c
Lithosite,2,P21
Litidionite,1,P1
Litochlebite,2/m,P21/m
Litvinskite,m,Cm
Liudongshengite,32/m2/m,R3m
Liuite,2/m2/m2/m,Pnma
Liveingite,2/m,P21/c
Liversidgeite,1,P1
Livingstonite,2/m,A2/a
Lizardite,6mm; 3mm; 1,P63cm; P31m; P1
Llantenesite,3mm,P31c
Lobanovite,2,A2
Lollingite,2/m2/m2/m,Pnnm
Lombardoite,2/m,P21/m
Lomonosovite,1,P1
Londonite,43m,P43m
Lonecreekite,332/m,Pa3
Lonsdaleite,6/m2/m2/m; 6mm,P63/mmc; P63mc
Loomisite,m,Pn
Loparite-(Ce),4/m32/m; 2/m2/m2/m; 4/m2/m2/m,Pm3m; Pbnm; I4/mcm
Lopatkaite,2/m,P21/c
Lopezite,1,P1
Lorandite,2/m,P21/a
Lorenzenite,2/m2/m2/m,Pbcn
Loseyite,2/m,A2/a
Lotharmeyerite,2/m,C2/m
Lovdarite,2mm,Pma2
Loveringite,3,R3
Lovozerite,3; 2,R3; C2
Loweite,3,R3
Luberoite,2/m,P21/c
Luborzakite,2/m,C2/m
Lucabindiite,622; 6/m2/m2/m,P622; P6/mmm
Lucasite-(Ce),2/m,I2/a
Lucchesiite,3mm,R3m
Ludjibaite,1,P1
Ludlamite,2/m,P21/a
Ludlockite,1,A1
Ludwigite,2/m2/m2/m,Pbam
Lueshite,3mm; 2/m2/m2/m; 2/m2/m2/m; 2mm; 2mm; 4/m32/m; 222,R3c; Pbma; Pbcm; Pc21b; P21ma; Pm3m; P2221
Luetheite,2,B21
Lukechangite-(Ce),6/m2/m2/m,P63/mmc
Lukkulaisvaaraite,4/m,I4/m
Lukrahnite,1,P1
Lulzacite,1,P1
Lumsdenite,1,P1
Luneburgite,1,P1
Lunokite,2/m2/m2/m,Pbca
Luobusaite,2/m2/m2/m,Cmca
Luogufengite,2mm,Pna21
Lusernaite-(Y),2/m2/m2/m,Pmna
Lussierite,m,Cc
Luxembourgite,2/m,P21/m
Luzonite,42m,I42m
Lyonsite,2/m2/m2/m,Pmcn
Macdonaldite,2/m2/m2/m; 2/m2/m2/m,Bmmb; Cmcm
Macedonite,2/m2/m2/m; 4mm; 4/m2/m2/m,Pmmm; P4mm; P4/mmm
Macfallite,2/m,P21/m
Machatschkiite,3mm,R3c
Machiite,2/m,C2/c
Mackayite,4/m2/m2/m,I41/acd
Mackinawite,4/m2/m2/m,P4/nmm
Macphersonite,2/m2/m2/m,Pbca
Madeiraite,2/m,P21/a
Magadiite,2/m,C2/m
Magbasite,2/m2/m2/m,Cmma
Magganasite,1,P1
Maghemite,4/m32/m; 422; 432; 43m; 432,Fd3m; P43212; P4332; P43m; P4132
Maghrebite,1,P1
Magnanelliite,2/m,C2/c
Magneliite,1,P1
Magnesio-arfvedsonite,2/m,C2/m
Magnesio-ferri-fluoro-hornblende,2/m,C2/m
Magnesio-ferri-hornblende,2/m,C2/m
Magnesio-fluoro-arfvedsonite,2/m,C2/m
Magnesio-fluoro-hastingsite,2/m,C2/m
Magnesio-foitite,3mm,R3m
Magnesio-hastingsite,2/m,C2/m
Magnesio-hornblende,2/m,C2/m
Magnesio-lucchesiite,3mm,R3m
Magnesioalterite,2/m,C2/c
Magnesioaubertite,1,P1
Magnesiobeltrandoite-2N3S,32/m2/m,P3m1
Magnesiobermanite,2,P21
Magnesiocanutite,2/m,C2/c
Magnesiocarpholite,2/m2/m2/m,Ccca
Magnesiochloritoid,2/m,C2/c
Magnesiochromite,4/m32/m,Fd3m
Magnesiocopiapite,1,P1
Magnesiocoulsonite,4/m32/m,Fd3m
Magnesiodumortierite,2/m2/m2/m,Pmcn
Magnesioferrite,4/m32/m,Fd3m
Magnesiofluckite,1,P1
Magnesiohatertite,2/m,C2/c
Magnesiohogbomite-2N2S,6mm,P63mc
Magnesiohogbomite-2N3S,32/m2/m,P3m1
Magnesiohogbomite-2N4S,6mm,P63mc
Magnesiohogbomite-6N12S,3mm,R3m
Magnesiohogbomite-6N6S,32/m2/m,R3m
Magnesiohulsite,2/m,P2/m
Magnesiokoritnigite,1,P1
Magnesioleydetite,2/m,C2/c
Magnesioneptunite,2/m,C2/c
Magnesionigerite-2N1S,32/m2/m,P3m1
Magnesionigerite-6N6S,3mm,R3m
Magnesiopascoite,2/m,C2/m
Magnesiostaurolite,2/m,C2/m
Magnesiotaaffeite-2N2S,6mm,P63mc
Magnesiotaaffeite-6N3S,32/m2/m,R3m
Magnesiovesuvianite,4/m,P4/n
Magnesiovoltaite,4/m32/m,Fd3c
Magnesiozippeite,2/m; 2/m,C2/m; P21/c
Magnesite,32/m2/m; 3,R3c; R3
Magnetite,4/m32/m; 43m,Fd3m; F43m
Magnetoplumbite,6/m2/m2/m,P63/mmc
Magnolite,2mm,Pbm2
Magnussonite,4/m32/m,Ia3d
Mahnertite,4/m2/m2/m,I4/mmm
Majakite,62m,P62c
Majindeite,6mm,P63mc
Majorite,4/m; 4/m2/m2/m,I41/a; I41/acd
Majzlanite,2/m,C2/c
Makarochkinite,1,P1
Makatite,2/m,P21/c
Makinenite,3mm,R3m
Makotoite,32/m2/m,R3c
Makovickyite,2/m,C2/m
Malachite,2/m,P21/a
Malanite,4/m32/m,Fd3m
Malayaite,2/m; 1,A2/a; A1
Maldonite,4/m32/m,Fd3m
Maleevite,2/m2/m2/m,Pnma
Maletoyvayamite,1,P1
Malhmoodite,2/m; 1,P21/c; P1
Malinkoite,6,P63
Malladrite,322,P321
Mallardite,2/m,P21/c
Mallestigite,6; 622,P63; P6322
Mambertiite,1,P1
Mammothite,2/m,C2/m
Manaevite-(Ce),4/m2/m2/m,P4/nnc
Manaksite,1,P1
Manandonite,1,C1
Mandarinoite,2/m,P21/c
Maneckiite,2/m2/m2/m,Pcab
Manganbabingtonite,1,P1
Manganberzeliite,4/m32/m,Ia3d
Manganflurlite,2/m,P21/m
Mangangordonite,1,P1
Manganhumite,2/m2/m2/m,Pbnm
Mangani-dellaventuraite,2/m,C2/m
Mangani-obertiite,2/m,C2/m
Mangani-pargasite,2/m,C2/m
Manganiakasakaite-(La),2/m,P21/m
Manganiandrosite-(Ce),2/m,P21/m
Manganiandrosite-(La),2/m,P21/m
Manganiceladonite,2,C2
Manganilvaite,2/m,P21/a
Manganite,2/m; 2/m2/m2/m; 2/m,B21/d; Pnnm; P21/c
Manganlotharmeyerite,2/m,C2/m
Mangano-ferri-eckermannite,2/m,C2/m
Mangano-mangani-ungarettiite,2/m,C2/m
Manganoarrojadite-(KNa),m,Cc
Manganobadalovite,2/m,C2/c
Manganoblodite,2/m,P21/a
Manganochromite,4/m32/m,Fd3m
Manganoeudialyte,3mm,R3m
